912797KM8,MARKET BASED BILL,0.0,09/26/2024,,0.000000,99.974944,99.987583
912797LK1,MARKET BASED BILL,0.0,10/01/2024,,99.912208,99.911722,99.925000
912797GW1,MARKET BASED BILL,0.0,10/03/2024,,99.887375,99.886750,99.900222
912797LS4,MARKET BASED BILL,0.0,10/08/2024,,99.823250,99.822667,99.836778
912797KT3,MARKET BASED BILL,0.0,10/10/2024,,99.800667,99.799111,99.813333
912797LT2,MARKET BASED BILL,0.0,10/15/2024,,99.733417,99.731667,99.748889
912797KU0,MARKET BASED BILL,0.0,10/17/2024,,99.708028,99.706111,99.723167
912797LU9,MARKET BASED BILL,0.0,10/22/2024,,99.640278,99.639889,99.655750
912797KV8,MARKET BASED BILL,0.0,10/24/2024,,99.621250,99.618333,99.633472
912797LV7,MARKET BASED BILL,0.0,10/29/2024,,99.550347,99.545972,99.565556
912797HE0,MARKET BASED BILL,0.0,10/31/2024,,99.525167,99.523111,99.539000
912797MA2,MARKET BASED BILL,0.0,11/05/2024,,99.460417,99.458667,99.476111
912797LC9,MARKET BASED BILL,0.0,11/07/2024,,99.433500,99.430444,99.448167
912797MB0,MARKET BASED BILL,0.0,11/12/2024,,99.372528,99.371167,99.385333
912797LD7,MARKET BASED BILL,0.0,11/14/2024,,99.348333,99.345500,99.362500
912797MC8,MARKET BASED BILL,0.0,11/19/2024,,99.282889,99.281333,99.298750
912797LE5,MARKET BASED BILL,0.0,11/21/2024,,99.267750,99.265333,99.278000
912797MD6,MARKET BASED BILL,0.0,11/26/2024,,99.207250,99.205500,99.212944
912797HP5,MARKET BASED BILL,0.0,11/29/2024,,99.169500,99.165833,99.180278
912797ME4,MARKET BASED BILL,0.0,12/03/2024,,99.125000,99.121111,99.135583
912797LF2,MARKET BASED BILL,0.0,12/05/2024,,99.098000,99.096000,99.110528
912797MN4,MARKET BASED BILL,0.0,12/10/2024,,99.039639,99.035361,99.047889
912797LP0,MARKET BASED BILL,0.0,12/12/2024,,99.013597,99.010306,99.027167
912797MP9,MARKET BASED BILL,0.0,12/17/2024,,98.952333,98.947667,98.967111
912797LQ8,MARKET BASED BILL,0.0,12/19/2024,,98.922611,98.920222,98.935139
912797MQ7,MARKET BASED BILL,0.0,12/24/2024,,98.858708,98.857444,98.877500
912796ZV4,MARKET BASED BILL,0.0,12/26/2024,,98.836208,98.834917,98.847444
912797MR5,MARKET BASED BILL,0.0,12/31/2024,,98.777722,98.775000,98.787500
912797LR6,MARKET BASED BILL,0.0,01/02/2025,,98.768056,98.763889,98.779000
912797MW4,MARKET BASED BILL,0.0,01/07/2025,,98.702083,98.699167,98.717333
912797LX3,MARKET BASED BILL,0.0,01/09/2025,,98.680333,98.677361,98.692667
912797MX2,MARKET BASED BILL,0.0,01/14/2025,,98.617111,98.615556,98.627917
912797LY1,MARKET BASED BILL,0.0,01/16/2025,,98.598750,98.594000,98.609472
