912797LS4,MARKET BASED BILL,0.0,10/08/2024,,0.000000,99.947556,0.000000
912797KT3,MARKET BASED BILL,0.0,10/10/2024,,0.000000,99.921167,0.000000
912797LT2,MARKET BASED BILL,0.0,10/15/2024,,99.855319,99.854556,0.000000
912797KU0,MARKET BASED BILL,0.0,10/17/2024,,99.829736,99.828833,0.000000
912797LU9,MARKET BASED BILL,0.0,10/22/2024,,99.763250,99.762000,0.000000
912797KV8,MARKET BASED BILL,0.0,10/24/2024,,99.737778,99.736111,0.000000
912797LV7,MARKET BASED BILL,0.0,10/29/2024,,99.670833,99.669444,0.000000
912797HE0,MARKET BASED BILL,0.0,10/31/2024,,99.646750,99.645250,0.000000
912797MA2,MARKET BASED BILL,0.0,11/05/2024,,99.579111,99.578667,0.000000
912797LC9,MARKET BASED BILL,0.0,11/07/2024,,99.554222,99.553278,0.000000
912797MB0,MARKET BASED BILL,0.0,11/12/2024,,99.489750,99.488667,0.000000
912797LD7,MARKET BASED BILL,0.0,11/14/2024,,99.463014,99.461306,0.000000
912797MC8,MARKET BASED BILL,0.0,11/19/2024,,99.400722,99.399444,0.000000
912797LE5,MARKET BASED BILL,0.0,11/21/2024,,99.376000,99.374667,0.000000
912797MD6,MARKET BASED BILL,0.0,11/26/2024,,99.312472,99.309528,0.000000
912797HP5,MARKET BASED BILL,0.0,11/29/2024,,99.279778,99.276667,0.000000
912797ME4,MARKET BASED BILL,0.0,12/03/2024,,99.233333,99.231667,0.000000
912797LF2,MARKET BASED BILL,0.0,12/05/2024,,99.221556,99.218111,0.000000
912797MN4,MARKET BASED BILL,0.0,12/10/2024,,99.172736,99.168083,0.000000
912797LP0,MARKET BASED BILL,0.0,12/12/2024,,99.141333,99.137500,0.000000
912797MP9,MARKET BASED BILL,0.0,12/17/2024,,99.081167,99.077056,0.000000
912797LQ8,MARKET BASED BILL,0.0,12/19/2024,,99.050000,99.047889,0.000000
912797MQ7,MARKET BASED BILL,0.0,12/24/2024,,98.986375,98.983000,0.000000
912796ZV4,MARKET BASED BILL,0.0,12/26/2024,,98.960194,98.957889,0.000000
912797MR5,MARKET BASED BILL,0.0,12/31/2024,,98.900000,98.895111,0.000000
912797LR6,MARKET BASED BILL,0.0,01/02/2025,,98.872500,98.870000,0.000000
912797MW4,MARKET BASED BILL,0.0,01/07/2025,,98.821736,98.817778,0.000000
912797LX3,MARKET BASED BILL,0.0,01/09/2025,,98.795583,98.792889,0.000000
912797MX2,MARKET BASED BILL,0.0,01/14/2025,,98.736333,98.733500,0.000000
912797LY1,MARKET BASED BILL,0.0,01/16/2025,,98.715889,98.711556,0.000000
912797MY0,MARKET BASED BILL,0.0,01/21/2025,,98.651125,98.646583,0.000000
912797JR9,MARKET BASED BILL,0.0,01/23/2025,,98.635625,98.631000,0.000000
912797MZ7,MARKET BASED BILL,0.0,01/28/2025,,98.566111,98.562889,0.000000
912797LZ8,MARKET BASED BILL,0.0,01/30/2025,,98.551222,98.547944,0.000000
912797MJ3,MARKET BASED BILL,0.0,02/06/2025,,98.463542,98.458333,0.000000
912797MK0,MARKET BASED BILL,0.0,02/13/2025,,98.383000,98.375667,0.000000
912797KA4,MARKET BASED BILL,0.0,02/20/2025,,98.306903,98.301111,0.000000
912797ML8,MARKET BASED BILL,0.0,02/27/2025,,98.227722,98.219611,0.000000
912797MM6,MARKET BASED BILL,0.0,03/06/2025,,98.142750,98.138500,0.000000
912797MT1,MARKET BASED BILL,0.0,03/13/2025,,98.071111,98.066667,0.000000
912797KJ5,MARKET BASED BILL,0.0,03/20/2025,,97.991361,97.986722,0.000000
912797MU8,MARKET BASED BILL,0.0,03/27/2025,,97.916833,97.912000,0.000000
912797MV6,MARKET BASED BILL,0.0,04/03/2025,,97.840569,97.838056,0.000000
912797KS5,MARKET BASED BILL,0.0,04/17/2025,,97.830625,97.811667,0.000000
912797LB1,MARKET BASED BILL,0.0,05/15/2025,,97.509833,97.491250,0.000000
912797LN5,MARKET BASED BILL,0.0,06/12/2025,,97.204139,97.176250,0.000000
912797LW5,MARKET BASED BILL,0.0,07/10/2025,,96.869000,96.853500,0.000000
912797MG9,MARKET BASED BILL,0.0,08/07/2025,,96.554778,96.546250,0.000000
912797MH7,MARKET BASED BILL,0.0,09/04/2025,,96.259167,96.249861,0.000000
912797MS3,MARKET BASED BILL,0.0,10/02/2025,,95.976750,95.966667,0.000000
91282CDB4,MARKET BASED NOTE,0.00625,10/15/2024,,0.000000,99.906250,0.000000
9128283D0,MARKET BASED NOTE,0.0225,10/31/2024,,0.000000,99.812500,0.000000
912828YM6,MARKET BASED NOTE,0.015,10/31/2024,,0.000000,99.750000,0.000000
91282CFQ9,MARKET BASED NOTE,0.04375,10/31/2024,,0.000000,99.937500,0.000000
912828G38,MARKET BASED NOTE,0.0225,11/15/2024,,0.000000,99.718750,0.000000
91282CDH1,MARKET BASED NOTE,0.0075,11/15/2024,,0.000000,99.562500,0.000000
912828YV6,MARKET BASED NOTE,0.015,11/30/2024,,0.000000,99.500000,0.000000
9128283J7,MARKET BASED NOTE,0.02125,11/30/2024,,0.000000,99.593750,0.000000
91282CFX4,MARKET BASED NOTE,0.045,11/30/2024,,0.000000,99.937500,0.000000
91282CDN8,MARKET BASED NOTE,0.01,12/15/2024,,0.000000,99.312500,0.000000
912828YY0,MARKET BASED NOTE,0.0175,12/31/2024,,0.000000,99.312500,0.000000
9128283P3,MARKET BASED NOTE,0.0225,12/31/2024,,0.000000,99.437500,0.000000
91282CGD7,MARKET BASED NOTE,0.0425,12/31/2024,,0.000000,99.875000,0.000000
91282CDS7,MARKET BASED NOTE,0.01125,01/15/2025,,0.000000,99.031250,0.000000
912828Z52,MARKET BASED NOTE,0.01375,01/31/2025,,0.000000,98.968750,0.000000
9128283V0,MARKET BASED NOTE,0.025,01/31/2025,,0.000000,99.312500,0.000000
91282CGG0,MARKET BASED NOTE,0.04125,01/31/2025,,0.000000,99.812500,0.000000
91282CDZ1,MARKET BASED NOTE,0.015,02/15/2025,,0.000000,98.906250,0.000000
912828J27,MARKET BASED NOTE,0.02,02/15/2025,,0.000000,99.062500,0.000000
9128283Z1,MARKET BASED NOTE,0.0275,02/28/2025,,0.000000,99.312500,0.000000
912828ZC7,MARKET BASED NOTE,0.01125,02/28/2025,,0.000000,98.656250,0.000000
91282CGN5,MARKET BASED NOTE,0.04625,02/28/2025,,0.000000,100.031250,0.000000
91282CED9,MARKET BASED NOTE,0.0175,03/15/2025,,0.000000,98.843750,0.000000
91282CGU9,MARKET BASED NOTE,0.03875,03/31/2025,,0.000000,99.718750,0.000000
